month,cpi_mom_nowcast
2025-01-31,0.242424629147151
2025-02-28,0.230486984684081
2025-03-31,0.0281482293168166
2025-04-30,0.217748780874516
2025-05-31,0.125107011900039
2025-06-30,0.253572688447588
2025-07-31,0.160147286570225
2025-08-31,0.304575877139972
2025-09-30,0.375968450928606
2025-10-31,0.183254751516416
2025-11-30,0.296457922209869
